avg_rating,num_of_reviews,price,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close,Sunday_open,Sunday_close,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch
4.5,48,2,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,8.0,20.0,9.0,17.0,1,0,1,1,1,0,1
3.9,291,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,0,1,0,1,1,1
4.6,288,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,1,1,1,1,1,1,1
3.8,138,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1,0,1,1,1,1,1
4.2,148,2,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,1,1,1,0,0,0,0
3.9,155,1,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1,0,1,1,1,1,1
4.3,58,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,20.0,1,1,1,1,1,1,1
4.3,67,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.3,114,1,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.0,138,2,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,12.0,23.0,1,1,1,1,1,1,1
4.0,318,1,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,0.0,6.0,0.0,6.0,23.0,1,1,1,1,1,1,1
4.0,178,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,12.0,21.0,1,1,1,1,1,1,1
4.5,58,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1,0,1,1,1,1,1
4.3,248,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,0,0,0,0
4.0,146,1,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,20.0,1,0,1,1,1,1,1
4.1,148,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1,0,1,1,1,1,1
4.7,288,1,15.0,2.0,15.0,2.0,15.0,2.0,15.0,2.0,15.0,2.0,12.0,2.0,12.0,2.0,1,1,1,0,1,0,0
4.3,68,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,0,1,1,0,0,0
4.4,66,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
4.6,118,1,15.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,15.0,23.0,15.0,23.0,1,0,1,1,1,1,1
4.0,237,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,12.0,22.0,1,1,1,1,1,1,1
4.6,41,1,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1,1,1,1,1,1,0
4.3,126,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,22.0,12.0,21.0,0,0,0,1,0,0,0
3.8,38,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,0,1,1,0,0,0
4.6,238,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1,0,1,1,1,1,1
4.3,213,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1,1,1,1,1,1,1
4.2,28,2,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,1,1,1,1,1,1,1
4.4,163,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1,1,1,1,0,0,0
4.4,288,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1,1,1,1,1,1,1
4.5,85,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.4,207,2,16.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,1,1,1,1,1,1,1
4.3,438,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,0.0,11.0,0.0,11.0,22.0,1,1,1,1,1,1,1
3.4,38,1,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,1,1,1,1,1,1,1
4.6,213,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.4,245,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,1,1,1,1,1,1
4.5,164,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,21.0,1,1,1,1,1,1,1
4.1,238,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1,1,1,1,1,1,1
4.1,233,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,1,0,1,1,1,1,1
3.9,96,1,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,20.0,1,0,1,1,1,1,1
4.4,136,2,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,1.0,12.0,1.0,12.0,0.0,1,1,1,1,1,1,1
4.2,198,1,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,21.0,11.0,21.0,1,0,1,1,1,1,1
4.6,105,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.2,67,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1,0,1,1,1,1,1
4.1,148,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
3.7,107,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1,0,1,0,1,1,1
4.2,102,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1,1,1,0,1,1,1
4.4,178,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
3.4,136,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,1,1,1,1,1
4.4,216,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,1,1,1,1,1,1
3.9,158,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1,1,1,0,0,0,0
4.6,166,1,10.0,23.0,11.0,21.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,12.0,20.0,0,0,0,1,0,0,0
4.5,218,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.3,38,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1,0,1,1,1,1,1
4.2,148,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.0,88,1,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,6.0,17.0,7.0,17.0,7.0,13.0,0,0,1,0,0,0,0
4.7,228,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1,0,1,1,1,1,1
4.3,185,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1,0,1,1,1,1,1
3.9,98,1,11.0,23.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1,1,1,1,1,1,1
4.7,108,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1,1,1,1,1,1,1
3.8,76,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1,1,1,1,1,1,1
4.3,128,1,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,1,0,1,1,1,0,1
4.2,68,1,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1,0,1,1,1,0,1
3.8,137,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,12.0,22.0,1,1,1,1,1,1,1
4.1,78,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1,1,1,1,1,1,1
3.3,78,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1,1,1,0,1,1,0
3.3,78,1,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,4.0,11.0,4.0,11.0,2.0,1,0,1,1,0,0,0
4.1,117,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,1,1,1,1,1,1
4.1,118,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
3.9,98,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,20.0,1,0,1,1,1,1,1
3.7,118,2,10.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,2.0,10.0,2.0,10.0,1.0,1,0,1,1,1,1,1
4.3,108,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
4.1,38,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,0,1,0,0,0
3.4,78,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1,1,1,1,1,1,1
3.9,118,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,22.0,1,1,1,1,1,1,1
4.6,128,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,0,1,1,1,1,1,1
4.3,86,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
4.3,207,1,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,0.0,10.0,0.0,11.0,23.0,1,1,1,1,1,1,1
4.4,58,2,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1,0,1,1,1,1,1
4.2,198,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,1,1,1,1,1
3.2,174,1,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1,0,1,1,1,1,1
4.2,87,1,10.0,21.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,21.0,1,1,1,1,1,1,1
3.4,238,1,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,3.0,11.0,3.0,11.0,2.0,1,1,1,0,1,1,1
3.7,218,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1,0,1,0,1,0,0
4.2,175,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,2.0,11.0,2.0,11.0,23.0,1,0,1,1,1,1,1
3.7,76,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.0,124,2,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,19.0,1,0,1,1,1,1,1
4.6,68,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,12.0,20.0,1,0,1,0,0,0,0
4.4,354,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1,1,1,1,1,1,1
4.4,178,1,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,1,0,1,1,1,0,1
4.5,228,1,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,1,1,1,1,1,1,1
3.8,58,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,0,1,1,1,1,1
4.3,98,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1,0,1,1,1,1,1
4.5,175,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.1,68,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,0,1,1,1,1,1
4.2,306,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,0,1,1,0,0,0
4.6,178,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
3.4,192,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1,1,1,0,1,1,0
4.0,218,2,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1,0,1,1,0,0,0
3.2,158,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.1,47,2,14.0,21.0,14.0,21.0,11.0,21.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,1,1,1,1,1,1
4.0,247,1,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,20.0,11.0,20.0,11.0,19.0,1,1,1,1,1,1,1
4.5,204,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,0,0,0
4.6,115,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.4,248,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.0,257,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1,1,1,1,1,1,1
2.6,38,2,15.0,3.0,15.0,3.0,15.0,3.0,15.0,3.0,15.0,3.0,11.0,3.0,11.0,0.0,1,0,0,0,0,0,0
4.4,212,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
3.6,53,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,1,1,0,1,1,1
4.3,147,1,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,1,1,1,1,1,1,1
4.3,135,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,23.0,1,1,1,1,0,0,0
4.4,104,2,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
4.5,138,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,0,1,1,0,0,0
4.4,192,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,12.0,22.0,1,1,1,1,1,1,1
4.0,153,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1,1,1,1,1,1,1
4.2,218,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1,1,1,1,1,1,1
3.6,118,1,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1,0,1,0,0,0,0
4.5,333,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
4.0,147,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1,1,1,1,1,1,1
3.9,198,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,0,1,1,1,1,1
3.8,98,2,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,12.0,0.0,1,0,1,0,0,0,0
3.6,146,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,22.0,0.0,1,0,1,0,0,0,0
2.7,258,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1,1,1,0,0,0,0
4.6,68,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,20.0,11.0,22.0,12.0,21.0,1,0,1,1,1,1,1
3.5,108,3,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,12.0,22.0,1,0,1,1,1,1,1
4.3,173,1,11.0,19.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,0,1,1,1
4.4,125,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1,1,1,1,1,1,1
4.1,275,1,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,11.0,1.0,11.0,0.0,1,0,1,1,1,1,1
3.8,157,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1,1,1,1,0,0,0
3.7,64,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,0,1,1,0,0,0
4.3,65,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,0,0,1,1,0,0,0
4.2,158,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1,0,1,1,1,1,1
4.3,125,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.6,147,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1,0,1,1,1,1,1
4.4,156,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,1,1,1,1,1,1
4.0,148,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,21.0,1,0,1,1,1,1,1
4.3,238,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,12.0,23.0,1,0,1,0,0,0,0
3.5,228,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1,1,1,0,0,0,0
4.6,135,2,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.4,73,1,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1,1,1,1,1,1,1
4.4,106,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1,0,1,1,1,1,1
4.4,98,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.2,148,2,15.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,21.0,11.0,21.0,11.0,20.0,1,1,1,1,1,1,1
1.9,78,2,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,1,0,1,0,1,1,1
4.3,138,1,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,0,0,1,1,1,1,1
3.9,168,2,11.0,23.0,11.0,23.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,0.0,1,1,1,0,0,0,0
3.5,78,1,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,20.0,10.0,20.0,1,0,0,1,0,0,0
4.5,558,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.5,138,2,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,1,0,1,1,1,1,1
4.1,78,1,11.0,22.0,11.0,22.0,11.0,21.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,0,0,0,1,0,0,0
4.7,118,2,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,1,1,1,1,1,1,1
4.3,228,2,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,0.0,11.0,0.0,11.0,22.0,1,1,1,1,1,1,1
3.7,57,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,1,1,1,1,1,1
4.7,168,1,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,19.0,0,0,1,1,1,1,1
4.3,128,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,1,1,1,1,1
4.1,398,2,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,2.0,11.0,2.0,11.0,22.0,1,1,1,1,1,1,1
2.8,618,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,22.0,0.0,1,1,1,0,0,0,0
4.0,136,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1,0,1,1,1,1,1
3.9,145,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1,0,1,1,1,1,1
4.4,128,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,0,1,1,1,1,1,1
3.7,208,1,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,9.0,3.0,1,0,1,1,1,1,1
4.5,158,2,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,11.0,22.0,1,1,1,1,1,1,1
3.6,157,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,0,0,0,0
3.5,145,1,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,1.0,11.0,1.0,11.0,0.0,1,0,1,0,0,0,0
4.0,218,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,1,1,1,1,1
4.1,97,2,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1,1,1,1,1,1,1
3.8,164,1,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1,1,1,0,0,0,0
3.1,168,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1,1,1,0,1,1,1
4.1,188,1,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,1,1,1,1,1,1,1
4.0,46,1,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
3.7,168,2,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,1,1,1,1,1,1,1
4.2,58,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,0,1,1,0,0,0
3.6,28,1,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,1,0,1,0,1,1,1
3.1,278,1,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,2.0,11.0,2.0,11.0,1.0,1,0,1,0,0,0,0
4.4,147,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,1,0,1,1,1
4.7,135,2,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1,1,1,1,1,1,1
4.6,128,1,11.0,21.0,11.0,21.0,11.0,21.0,11.0,18.0,11.0,21.0,11.0,21.0,11.0,21.0,1,0,1,1,1,1,1
4.0,174,2,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,1,1,1,1,1,0,1
