name,avg_rating,num_of_reviews,latitude,longitude,zip_code,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch,Monday_open,Tuesday_open,Wednesday_open,Thursday_open,Friday_open,Saturday_open,Sunday_open,Monday_close,Tuesday_close,Wednesday_close,Thursday_close,Friday_close,Saturday_close,Sunday_close
Franco’s Pizza,4.3,87,41.040182099999996,-74.0281389,07645,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco's Pizzeria & Restaurant,4.2,58,40.7835308,-73.47909179999999,11803,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star World Restaurant,4.3,44,42.8022377,-73.9294148,12307,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flying Crust Pizza & Wings,4.2,148,39.9599191,-75.0334924,08109,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottabene Well Done Pizza Corporation,4.7,17,40.6769095,-73.9861281,11215,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colonia Pizza,4.4,108,40.599545299999996,-74.3162644,07067,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basilicos Ristorante-Pizzeria,4.7,187,39.154009099999996,-74.69191909999999,08243,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamma Mia Pizzeria,3.9,167,41.150430199999995,-74.5753197,07419,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Via Roma III,3.8,84,40.0699829,-74.1319788,08724,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shop City Pizza & Grill,4.2,108,43.073733399999995,-76.1196418,13206,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.6,64,39.920026,-74.92782199999999,08054,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alba Pizza,3.9,176,39.9754246,-74.580379,08015,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciao Pizzeria &Taverna Restaurant,4.2,56,39.965503399999996,-74.5766673,08015,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taverna Pizza,4.5,28,40.6258696,-74.0750082,10304,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Paul's,3.8,127,42.8359877,-77.7047444,14480,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.4,28,40.715942899999995,-74.28605929999999,07088,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,2.8,168,40.2849133,-73.9858438,07740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Pizzeria,4.4,321,40.863500699999996,-74.128991,07055,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Town Line Pizzeria,4.0,146,42.8908245,-78.576058,14004,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New City Pizza,4.3,88,41.1395239,-73.9892996,10956,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocciola Pizzeria e Trattoria,4.0,28,40.7953129,-73.9451809,10029,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut Express,3.4,38,40.7020833,-73.4274962,11701,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Moon Pizzeria & Restaurant,4.3,148,40.1065994,-74.2179661,08701,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinny's,3.6,36,42.9614056,-78.86947719999999,14217,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Italy Pizza & Pasta,4.4,268,42.682424999999995,-74.4706282,12043,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny's Pizza & Restaurant,4.5,98,40.142492999999995,-74.042423,07762,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angeloni's @ the Woodridge Inn,4.4,118,40.848979199999995,-74.08654349999999,07075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Pizzeria,4.3,208,40.7150421,-73.94472499999999,11211,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart's Shops,3.4,26,43.10066,-75.23924,13502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Panzarotti Spot,4.5,388,39.941399,-75.085216,08105,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benvenuti,4.0,108,40.6528938,-74.32981529999999,07027,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zara Pizza,3.8,54,40.7161409,-73.9922909,10002,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panatieri's Pizza & Pasta- Branchburg,4.2,138,40.5654536,-74.6911904,08876,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capriccio 1 Pizza,4.4,58,41.2003791,-73.8851487,10520,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubrano's Bistro,4.1,18,40.0236637,-74.26768659999999,08759,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart's Shops,4.2,38,43.13698,-76.16977,13212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catania's,4.4,52,40.8536704,-73.8893894,10458,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luigi's Pizza & Restaurant,4.3,148,41.070035499999996,-74.280879,07456,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savelli,4.7,66,40.685097,-73.9913408,11201,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gino's Trattoria,4.5,138,41.371320499999996,-73.73616179999999,10541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peppy & Eddy's,4.4,68,41.3616625,-74.1080454,10930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umberto’s of Massapequa Park,4.3,315,40.678739,-73.455541,11762,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brick & Cork,4.7,41,40.6664351,-73.4745638,11758,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Famosa,4.3,118,40.815162199999996,-73.0456019,11742,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarallo's Pizzeria & Restaurant,4.6,58,40.6818763,-73.4852077,11783,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crown Fried Chicken & Pizza,4.3,134,42.6579431,-73.76436799999999,12210,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.5,201,40.2607302,-74.5495158,08520,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John & Joe's Pizzeria and Restaurant,4.4,507,40.8545641,-73.8659036,10462,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathy's Wings & Pizza Too,3.9,67,43.465396999999996,-76.41370909999999,13126,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gio's artisan pizza,4.2,58,40.9075056,-74.5540778,07866,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Park Express Pizza And Deli مطعم حضرموت,4.5,27,42.817206,-78.8244165,14218,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam's Pizzeria,4.5,137,43.2297188,-76.29983949999999,13135,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doria's Pizza & Restaurant,4.4,176,40.7177015,-74.3597535,07901,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,4.0,116,40.7606812,-74.417008,07940,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hudson 303 Sport Cafe,4.5,85,41.0335204,-73.9460462,10983,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank's Pizza,4.3,138,40.636112,-73.912821,11236,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thee Seven Sisters,3.9,77,40.6811186,-73.9220895,11233,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napoli Pizza & Restaurant,4.7,108,40.7747649,-73.731223,11021,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Brothers Deli & Pizzeria,4.0,133,41.486368,-74.08300899999999,12553,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redendo's Pizza Restaurant,3.8,83,41.3965987,-74.3333241,10924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Broadway,4.5,48,40.8518438,-73.9347083,10033,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilltop Pizzeria,4.7,16,42.737797,-73.72411199999999,12189,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricelli's Deli & Catering,4.5,118,42.723040999999995,-73.69358199999999,12180,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrizia's,4.6,258,40.9005918,-73.86753569999999,10470,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuzzin Joe's Pizza,4.4,174,40.5722222,-74.0933333,10306,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.9,291,40.865809999999996,-74.13153,07055,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Topo Gigio Pizza,4.9,106,39.8683742,-75.11615809999999,08031,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe 58,4.2,78,40.644911199999996,-74.0218101,11220,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza & Sandwich Barn,4.4,75,40.839898,-74.27590000000001,07006,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinny's Pizzeria,4.3,106,40.7373834,-73.8639824,11368,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulberry St. Pizza,4.6,288,40.7792041,-73.5294763,11853,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,4.4,128,40.8464253,-73.9354693,10033,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pies On Stiles,4.3,118,40.6276845,-74.27105209999999,07036,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buon Appetito,3.8,138,40.720796899999996,-74.04644909999999,07302,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Due Fratelli Italian Deli & Pizzeria,4.2,148,41.4863597,-74.08301279999999,12553,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auer Pizzeria,3.8,33,43.0652311,-76.47331,13080,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD Pizza And Grill,3.9,155,42.9961626,-76.1095682,13078,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Network,4.3,58,40.753307299999996,-73.1154217,11769,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodbury Pizza,4.1,104,40.815117799999996,-73.4752415,11797,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior's Pizza,4.3,67,40.884904299999995,-73.417952,11743,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Slam,4.3,114,41.5137443,-74.3879623,10919,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nina's,4.0,138,40.722332,-73.941306,11222,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gino's,4.5,68,41.4538186,-74.4350917,10940,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Star Pizza Pasta & Burgers,4.1,78,40.879372,-73.874464,10467,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.7,198,40.857662999999995,-73.0974734,11720,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.3,155,40.8615079,-73.0580177,11784,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.3,128,40.847459099999995,-73.2380158,11787,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Gratella Pizza & Restaurant,4.4,146,40.875135,-74.64838329999999,07852,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Pizza,4.0,318,40.730901599999996,-74.1525535,07105,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luigi's New York Style Pizza,4.0,178,40.5788807,-74.4306708,07080,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guiseppe's Island Pizza,3.6,98,40.7038918,-74.2196147,07205,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Bene,4.5,58,40.934848099999996,-74.2683121,07470,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocina grill & pizzeria,4.3,74,40.7761962,-74.2388872,07052,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln Pizza,4.4,116,39.4834709,-74.95577569999999,08361,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Joe's Pizza Factory,3.7,58,40.5169588,-74.357306,08837,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,4.3,248,44.927054,-74.8761767,13662,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogo Kosher Pizza,4.4,324,40.618732,-73.7314857,11516,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL Cantone Cafe,4.6,88,40.7065623,-73.6681876,11010,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Sicilia,4.3,164,40.873985999999995,-74.106049,07026,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,4.0,146,40.078243,-74.08794,08742,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMG MYO Pizza & Video Game Party,3.8,28,40.137620399999996,-74.2221063,07731,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pepperoni Grill Pizzeria & Restaurant,4.1,148,40.7815776,-73.0353162,11772,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Cheez,4.7,288,40.663292999999996,-73.9848739,11215,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buqa Pizza,4.5,93,42.783888,-73.655262,12182,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filomena's Pizzeria,4.6,71,40.8462178,-73.78634989999999,10464,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Rollio,4.3,68,40.7422264,-74.000314,10011,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Del Ponte's Coal Fired Pizza,4.7,268,40.2031554,-74.017668,07720,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy's Pizza,4.4,66,40.889784999999996,-73.384535,11721,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeppy's Pizzeria,4.6,118,40.1971418,-74.7002104,08610,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank's Pizza & Trattoria,4.0,237,40.568554,-74.552906,08805,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,4.0,207,43.1473132,-76.231167,13090,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hometown Pizzeria Canastota,4.2,75,43.068740999999996,-75.750799,13032,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perry's Pizza,3.8,48,39.3519406,-74.4448913,08401,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony's Pizzeria,4.5,148,41.9292869,-74.0032501,12401,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Different Pizza & Deli,4.6,41,44.8496246,-74.2805633,12953,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springs Pizza,4.3,78,41.0249269,-72.1549647,11937,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Pizza and Pasta,4.3,126,40.665299999999995,-73.503001,11793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Hut,3.8,38,43.0791495,-75.6449568,13421,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main St Pizzeria & Restaurant,4.5,108,41.3562174,-74.27731039999999,10918,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Pizza,4.6,238,40.880683,-74.14455099999999,07011,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pranzo Pizza & Pasta,4.2,168,40.7036301,-74.0101127,10004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEEDY’S TRAVEL PLAZA,3.8,38,42.830362,-77.896822,14533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria's Pizzeria And Restaurant,4.3,213,40.9005272,-74.5824154,07885,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy's Place,3.6,138,40.178360999999995,-74.01353999999999,07719,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.4,188,40.9226272,-73.8954589,10705,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiara's,4.2,28,40.707777,-73.94302979999999,11206,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europa Grill,4.4,163,40.3320492,-74.072468,07702,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna Pizza,4.8,98,40.519394999999996,-74.80029859999999,08887,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.8,158,40.351163899999996,-74.4384402,08831,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonino's Pizza,4.4,288,40.8274233,-72.6463491,11978,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luigi's Main Street Pizza Inc,4.3,28,40.825272,-72.728916,11941,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio pizza,4.5,186,40.7462825,-73.99367339999999,10001,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Original Michelangelo,4.5,85,40.818890599999996,-72.7042187,11972,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Amici,4.2,188,40.385758599999996,-74.4440869,08831,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody Is Perfect,4.0,88,40.7234802,-73.9826655,10009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chef`s Gigi`s Place Naples Street Food,4.4,207,40.7076703,-73.6760043,11010,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelangelo's Pizza Pasta & Things,4.1,94,41.039808,-73.749727,10604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porta Napoli Restaurant Pizzeria and Bar,4.5,107,40.9682569,-73.7135895,10528,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beniamino's Cucina & Pizza,4.6,64,40.405824599999995,-74.6481122,08558,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pistana Brothers Pizza,4.7,98,42.6931867,-73.687715,12180,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puterko's Family Pizzeria,4.8,118,43.7787813,-74.26472439999999,12842,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashburton Pizza Restaurant,4.0,138,40.939637,-73.889316,10701,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie's Pizza,4.3,438,39.9963474,-74.27829419999999,08759,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sbarro,3.4,38,40.774203299999996,-73.5328401,11801,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cestra's Pizza,4.6,213,40.828681499999995,-73.8241262,10465,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Smith's Pizzeria,4.4,78,44.797291699999995,-74.9834089,13667,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonny's Pizza,4.3,224,40.8774327,-73.9829005,07631,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marian's Pizza Shack,4.3,18,42.0704889,-75.6411475,13865,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villa Pizza,4.4,245,40.0479789,-74.83839929999999,08016,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza House Pizza Chef,4.4,38,40.6574844,-74.302796,07016,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marco Pizzería,4.9,27,40.7142552,-73.9495626,11211,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manco & Manco Pizza 12th Street,4.4,138,39.273030999999996,-74.57727299999999,08226,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fazio's,4.4,296,40.694491899999996,-73.910313,11221,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella's Pizzeria,4.5,164,40.6431983,-74.8313649,08833,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.4,174,40.9214093,-73.78815019999999,10801,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.3,226,40.8515768,-74.08434059999999,07075,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casanova Pizzeria & Restaurant,4.1,238,40.618715699999996,-74.42400119999999,07060,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregorio's Pizza,4.1,233,43.1786582,-77.57594759999999,14609,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferraro's Restaurant & Pizzeria,4.3,168,40.535241,-74.33975,08837,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Pizza,3.9,96,41.550876699999996,-74.0056932,12550,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolce Pizzeria & Restaurant,4.7,48,40.5273878,-74.3093489,08863,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crown Fried Chicken & Pizza,3.9,48,40.677997,-73.91090799999999,11233,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,3.3,178,40.8793773,-74.7314208,07828,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Margarita,4.4,136,40.7214573,-73.9875649,10002,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Luigi Pizza,4.2,198,39.7568324,-75.3535508,08085,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza Place & Trattoria II,4.6,105,41.394245999999995,-73.618702,10509,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Brothers Pizza & Pasta,3.9,48,41.398562999999996,-73.632438,10509,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavillion Pizzeria,4.4,113,39.522428399999995,-74.93480459999999,08326,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario's Pizza,4.2,67,39.6420696,-74.7814586,08037,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paesano's Pizzeria,4.5,138,43.011447,-75.0045437,13407,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonna's Pizzeria,4.1,168,40.7780953,-73.0370705,11772,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella Roma Pizza & Pasta,4.7,28,40.773803,-73.9573472,10075,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Caesars Pizza,3.3,64,43.4623746,-76.4862495,13126,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuckahoe Pizza (Danny is Back),3.7,135,39.270378799999996,-74.7424906,08270,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie's Tavern and Banquet,4.1,228,40.2603989,-74.8148269,08628,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pats Pizzeria,4.1,148,39.744016599999995,-75.2240626,08062,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus International Pizza,4.3,65,40.220037,-74.76564499999999,08608,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa John's Pizza,3.7,107,39.487307699999995,-75.034871,08360,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta Sonic Car Wash,4.2,226,42.7975887,-78.7511717,14127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincenzo's Pizza Shop,3.9,83,42.958440499999995,-73.79105419999999,12118,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
