name,street_address,zip_code,avg_rating,num_of_reviews,price,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close,Sunday_open,Sunday_close,Delivery,Dine-in,Takeout,Good for kids,Casual,Dinner,Lunch
CJ's Italian Restaurant,353 Old Post Rd,12572,4.2,244.0,2.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,21.0,16.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tulipano Pizza and Grill,6208 E Black Horse Pike,08234,4.5,165.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,14.0,20.0,14.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Marco's Pizza,304 Fifth Ave,10803,4.3,68.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Presto Pizza,853 Castleton Ave #1820,10310,4.0,74.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Joe's Brooklyn Pizza Perinton,6720 Pittsford Palmyra Rd,14450,3.8,144.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Rosario's at Willow,1132 Willow Ave,07030,4.3,126.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Da Vinci's Brick Oven Pizza,223 Bellevue Ave,07043,3.9,118.0,1.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,21.0,12.0,21.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Midway's Villa Roma,264 Quassaick Ave,12553,4.6,78.0,1.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,7.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chick-N-Pizza Works,2940 Union Rd,14227,4.0,194.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,15.0,21.0,14.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cafe Domenico's Pizza & Restaurant,2797 Brunswick Pike,08648,3.9,58.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
San Remo,56-01 Myrtle Ave,11385,4.0,147.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Tony's Pizza And Subs,2115 NJ-88,08724,4.2,134.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Juniors Pizza & Subs,400 Ramapo Valley Rd,07436,4.3,106.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza & Panini,452 NJ-37,08753,3.9,197.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Frank's Pizza,7 Naughright Rd,07840,4.0,108.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,1027 S Rte 9,08210,4.2,133.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Pine Ridge Pizza & Subs inc,2421 Genesee St,14225,4.0,188.0,1.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Brooklyn Pizza,877 King Georges Rd,08863,4.0,158.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Berrylicious Kosher Pizza & Yogurt, Smoothies, Salad Bar","Smoothies, Salad Bar, 439 Cedar Ln",07666,3.8,137.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,14.0,21.0,23.0,11.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Salvatore's Old Fashioned Pizzeria,1735 Scottsville Rd,14623,4.0,138.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,9.0,21.0,9.0,21.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Perfecto Pizza,16923 Jamaica Ave,11432,4.2,45.0,1.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Michelino's Pizzeria,1600 E St Georges Ave,07036,3.7,58.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,11.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
West 190th Pizza,1611 St Nicholas Ave,10040,3.8,35.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Scarsdale Pizza Station,844 Scarsdale Ave,10583,4.0,88.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
X-tra Cheese Pizza,14720 Northern Blvd,11354,4.4,185.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Little Caesars Pizza,675 NY-109,11704,3.8,88.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
frankies pizza,1479-1483 U.S. 9,12845,3.8,58.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Monetti's Pizza,201 Hackensack Ave,07086,4.0,152.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pantano's Pizzeria & Deli,9 Westside Ave,10927,4.4,64.0,1.0,8.0,21.0,8.0,21.0,8.0,21.0,8.0,21.0,8.0,22.0,8.0,22.0,11.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,94 Wanaque Ave,07442,3.7,90.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Little Caesars Pizza,624 N White Horse Pike,08083,3.7,228.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Hamlin Pizza Shack,1721 Lake Rd N,14464,4.3,156.0,2.0,15.0,22.0,15.0,22.0,15.0,22.0,15.0,22.0,11.0,23.0,11.0,23.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Crown Fried Chicken,228 Albany Ave,11213,2.8,46.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Romano's Pizza,55 Surrey Cir,11967,4.2,95.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,1979 Jerome Ave,10453,3.5,318.0,1.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,2.0,11.0,3.0,11.0,3.0,11.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Mario's Pizzeria,308 S Black Horse Pike,08012,4.1,55.0,2.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Alfonso's,835 NY-211,10941,4.5,128.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vito's Avenue Pizzeria,236 Zimmerman St,14120,4.1,178.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Caesars Pizza,267 S Black Horse Pike,08059,3.2,78.0,1.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pizza Plus,701 NJ-440,07304,3.9,65.0,2.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
LT's Pizza And Subs,1311 Union Rd #2916,14224,4.0,313.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Cifelli's Pizza,700 Chews Landing Rd,08021,4.5,148.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Douglass Pizza & Grill,3391 NJ-27,08823,4.2,118.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Colonia Pizza,325 Inman Ave,07067,4.4,108.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mamma Mia Pizzeria,90 NJ-23 #6,07419,3.9,167.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,1200 S Church St,08054,3.6,64.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Alba Pizza,18 Broadway St,08015,3.9,176.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Paul's,5808 Big Tree Rd,14480,3.8,127.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Town Line Pizzeria,11048 Broadway,14004,4.0,146.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
New City Pizza,210 S Main St,10956,4.3,88.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vinny's,2835 Delaware Ave,14217,3.6,36.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Little Italy Pizza & Pasta,115 Plaza Ln,12043,4.4,268.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Benny's Pizza & Restaurant,103 NJ-71,07762,4.5,98.0,2.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,12.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Angeloni's @ the Woodridge Inn,191 Valley Blvd,07075,4.4,118.0,2.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tony's Pizzeria,355 Graham Ave #3708,11211,4.3,208.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Benvenuti,512 N Ave E,07027,4.0,108.0,1.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Zara Pizza,84 Hester St,10002,3.8,54.0,1.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Panatieri's Pizza & Pasta- Branchburg,1010 US-202 S,08876,4.2,138.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brick & Cork,4314 Merrick Rd,11758,4.7,41.0,2.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
La Famosa,1018 Waverly Ave,11742,4.3,118.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,104 Hickory Corner Rd Ste B,08520,3.5,201.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,2.0,10.0,2.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Gio's artisan pizza,301 Mt Hope Ave,07866,4.2,58.0,1.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,20.0,11.0,20.0,12.0,18.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Cam's Pizzeria,20 Bridge St,13135,4.5,137.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,12.0,0.0,15.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
New Broadway,4312 Broadway,10033,4.5,48.0,2.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,8.0,20.0,9.0,17.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Little Caesars Pizza,831 Main Ave,07055,3.9,291.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Mulberry St. Pizza,287 N Broadway,11853,4.6,288.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Buon Appetito,520 Jersey Ave,07302,3.8,138.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Due Fratelli Italian Deli & Pizzeria,904 Little Britain Rd,12553,4.2,148.0,2.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,8.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
JD Pizza And Grill,5930 E Seneca Turnpike,13078,3.9,155.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pizza Network,4580 Sunrise Hwy #13,11769,4.3,58.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Junior's Pizza,142 New York Ave,11743,4.3,67.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Grand Slam,2107 NY-302,10919,4.3,114.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nina's,635 Meeker Ave,11222,4.0,138.0,2.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,12.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mega Pizza,596 Market St Suite D,07105,4.0,318.0,1.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,0.0,6.0,0.0,6.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Luigi's New York Style Pizza,2239 S Clinton Ave,07080,4.0,178.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pizza Bene,1474 NJ-23,07470,4.5,58.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pizza Hut,4 Malby Ave,13662,4.3,248.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Little Caesars Pizza,3242 Bridge Ave,08742,4.0,146.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
The Pepperoni Grill Pizzeria & Restaurant,485 Waverly Ave ste c,11772,4.1,148.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
American Cheez,444 7th Ave,11215,4.7,288.0,1.0,15.0,2.0,15.0,2.0,15.0,2.0,15.0,2.0,15.0,2.0,12.0,2.0,12.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Pizza Rollio,261 W 18th St,10011,4.3,68.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Jimmy's Pizza,102 Washington Dr,11721,4.4,66.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jeppy's Pizzeria,448 White Horse Ave,08610,4.6,118.0,1.0,15.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,15.0,23.0,15.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Frank's Pizza & Trattoria,601 Tea St,08805,4.0,237.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Something Different Pizza & Deli,590 E Main St,12953,4.6,41.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Mary's Pizza and Pasta,3453 Merrick Rd,11793,4.3,126.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,22.0,12.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pizza Hut,200 Genesee St,13421,3.8,38.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Master Pizza,1326 Main Ave #2215,07011,4.6,238.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Maria's Pizzeria And Restaurant,49 N Main St,07885,4.3,213.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chiara's,176 Graham Ave,11206,4.2,28.0,2.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Europa Grill,555 Shrewsbury Ave o,07702,4.4,163.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Tonino's Pizza,88 Old Riverhead Rd,11978,4.4,288.0,2.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Original Michelangelo,295 Montauk Hwy,11972,4.5,85.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chef`s Gigi`s Place Naples Street Food,"2531, 970 Hempstead Turnpike",11010,4.4,207.0,2.0,16.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Charlie's Pizza,1980 NJ-37,08759,4.3,438.0,2.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,0.0,11.0,0.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sbarro,358 B Broadway Mall Food Court Route,11801,3.4,38.0,1.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cestra's Pizza,3617 E Tremont Ave,10465,4.6,213.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa Pizza,2200 Mt Holly Rd #12,08016,4.4,245.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bella's Pizzeria,1271 US-22,08833,4.5,164.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Casanova Pizzeria & Restaurant,103 E Front St,07060,4.1,238.0,1.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gregorio's Pizza,1313 Goodman St N,14609,4.1,233.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Brooklyn Pizza,5273 Rte 9W,12550,3.9,96.0,1.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
La Margarita,168 Ludlow St,10002,4.4,136.0,2.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,1.0,12.0,1.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa Luigi Pizza,11 Village Center Dr,08085,4.2,198.0,1.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pizza Place & Trattoria II,35 Main St,10509,4.6,105.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mario's Pizza,S White Horse Pike,08037,4.2,67.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,12.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Pats Pizzeria,104 N Main St,08062,4.1,148.0,1.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Papa John's Pizza,106 W Landis Ave Unit 8,08360,3.7,107.0,1.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,0.0,11.0,0.0,11.0,23.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Captain Tony's Pizza & Pasta Emporium,385 Winton Rd N,14610,4.2,102.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,12.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Frank's,152 NJ-94,07825,4.4,178.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dominick's Pizza,475 S Washington Ave,08854,3.4,136.0,2.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Paesano Pizzeria,316 NJ-94,07462,4.4,216.0,1.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domino's Pizza,862 Asbury Ave,08226,3.9,158.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,10.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Nino's Pizza,25 E Main St,11771,4.6,166.0,1.0,10.0,23.0,11.0,21.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,12.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
